NGram	PC1	PC2	PC3	PC4
一会子	-0.00497132468294	0.00189129859501	0.00437869702927	-0.00456121088188
一会道	-0.00373671322506	0.00111955549781	0.00182810924405	-0.00238440478811
一位是	-0.00271699793725	0.00103326092947	0.000800137836777	-0.00100048606626
一位老	-0.00370607255161	0.000781455134065	0.00116249423156	-0.000830826094261
一刀砍	-0.00262795635065	-0.000886932822478	-0.00465450658088	0.0052160037991
一分之	0.00356727266813	-0.00603685829245	-0.00781047719201	-0.00480715561346
一切不	0.00248676895717	0.000269371064886	-0.000951892385618	-0.0013958512211
一切事	0.000184464711251	-0.0032911658451	-0.000198681831251	-0.00430367666871
一劳永	0.00324486146287	-0.00556997059832	-0.00499543064974	-0.00517651142993
一匹马	-0.0027092652077	0.000166987762594	-0.00073048922776	0.00049692861087
一十一	0.00485138762614	-0.00820783133646	0.000510221739276	-0.00620798893674
一十七	0.00421687138432	-0.00708079318222	-0.000397537192196	-0.00472482762882
一十万	0.00291125966848	-0.00451679463099	0.00176162328096	-0.00270157058959
一十三	0.00514572101742	-0.00960595174051	-0.000255861349728	-0.00630266783866
一十两	0.00122946015052	-0.00267194934234	0.000117785434191	-0.00135929479608
一十九	0.00355104063635	-0.00626745316946	0.000523744988033	-0.00401740674356
一十二	0.00740248504834	-0.0130061203829	0.00021800903767	-0.00894405600779
一十五	0.00739462625562	-0.0134795910711	0.00304362623304	-0.00920125518269
一十八	0.00392705999325	-0.00777024971299	-0.000950017214192	-0.00577642585173
一十六	0.00422716411364	-0.00887740418337	-0.00046516663368	-0.00611728123911
一十四	0.00460694940007	-0.00796774769615	0.00109272311642	-0.00598930587048
一千一	0.00638781575646	-0.011195776897	-0.00156943509907	-0.00981204357631
一千七	0.00741720689165	-0.0139566005928	-0.00392706066501	-0.0118058002586
一千三	0.00632476864428	-0.0115301711709	-0.00171802061045	-0.00886532311962
一千两	-0.00200089482133	-0.00225773963444	0.000943782948976	-0.00708290178962
一千九	0.0046201485664	-0.00937152266589	-0.00155228319921	-0.00727061044993
一千二	0.00996552726965	-0.0182876769466	-0.00490869729874	-0.0161953255481
一千五	0.0104001549638	-0.0181959690752	-0.0034362366869	-0.0147405520708
一千人	0.000405121670319	-0.00217216972533	0.000466338375321	9.79310627687e-05
一千余	0.00329626697097	-0.00633577336415	-0.00227401032385	-0.00497109080617
一千八	0.0148406380756	-0.03754740497	-0.0141762511536	-0.028649376397
一千六	0.00672595785195	-0.0132529154096	-0.00311454603046	-0.0106100704903
一千名	0.00237012949543	-0.00449458336485	-0.00033178669155	-0.00364158096891
一千四	0.00642209226227	-0.0126158044045	-0.00292936526534	-0.010389955173
一千石	0.00185066660555	-0.000838571271887	-0.00052942313755	-0.00116457699292
一千贯	0.000342296430623	-0.00115418096062	0.00172661555905	0.000333115207895
一卷宋	0.000346465884297	-0.000682461868722	-0.000352346574755	0.000293332829998
一卷明	0.000363689914018	-0.000674405450512	-0.000414318353217	0.000659387050781
一县之	0.00200804180331	-0.00428172462501	-0.00505997133709	-0.00295060675093
一口气	-0.0163839441556	0.00414934602292	0.00760337209572	-0.0086325106103
一句话	-0.0206396418452	0.00631458433474	0.0135058538252	-0.0145611920305
一只大	-0.00358261586214	0.000616912036782	0.000970787841952	-0.00127323508196
一只小	-0.00480060517351	0.000815824548403	0.00123796921005	-0.00173686879528
一只手	-0.00494958928198	0.00119588075266	0.00217505886769	-0.00226834592929
一只船	-0.00290510512344	0.000418920614771	0.000967528462842	-0.00110996158921
一同上	-0.00312448764489	0.000624841693843	0.000456370265239	-0.000545882028734
一同出	-0.00473581454595	0.000940876561642	0.00157776584463	-0.0017115053071
一同到	-0.00399315745853	0.00108139224561	0.00181841438695	-0.00191223275781
一同前	-0.002679021382	0.000337396360201	-2.80240777074e-05	9.53924459474e-05
一同回	-0.00334998619584	0.000605893315641	0.000510439161138	-0.000549421792362
一同来	-0.0034297902345	0.000662085228361	0.000734666816752	-0.000525352344442
一同进	-0.00473421517543	0.000990026269645	0.000900833502394	-0.000861400681269
一向不	-0.00264509528578	0.000589494730368	0.000919689775901	-0.00103325343172
一向在	-0.00292975808023	0.000855192193471	0.00110154442776	-0.00147602198052
一听此	-0.00408014872076	0.000586239904999	-0.000226178449716	0.0010886627214
一听说	-0.0066256920737	0.000987471767246	0.000831358840258	0.00132735583128
一听这	-0.00387429554117	0.000877628422122	0.00155835722847	-0.00109953789667
一员专	0.00250608530265	-0.00193804490137	-0.000345548789419	-0.00280566988885
一员从	0.00150276683632	-0.000758674801388	0.00258492316905	0.00100744373295
一员副	0.000781879455613	-0.000680238666216	-0.000285571711703	-6.81611653791e-05
一员大	-0.0019074327856	-0.0011951395696	-0.00536310846017	0.00557574881745
一员正	0.000853199046068	0.000336513479062	2.70123091682e-05	0.00032057525749
一员管	0.00150654527599	-0.00184751284882	0.000208131492192	-0.00145239532857
一员至	0.000456038690989	-0.000229192541233	0.000275490878867	0.000261504812613
一品夫	0.00100286112405	0.00374451741974	-0.00055177861348	-0.0022205985561
一回又	-0.00413657030833	0.00124727566164	0.00244268619995	-0.00269953391391
一回方	-0.00303057468059	0.00098221183624	0.0020891586654	-0.00236089087413
一国之	0.00235702205578	-0.00512891623796	-0.00739682955294	-0.0017339659959
一场大	-0.0051084386704	0.000687466871309	-0.00016283140482	0.000161906815174
一块儿	-0.00555461619607	0.0020710852021	0.0050270343977	-0.00535975976721
一块石	-0.00297776933784	0.000684554938995	0.00126404531519	-0.00118010459351
一壁厢	-0.00160133424344	4.17760636474e-05	-0.00085293363149	0.00095882447967
一声一	-0.00267952073948	0.000536063012733	6.47822915286e-05	-0.000203763518578
一声不	-0.00415708919004	0.000860596988049	0.00150789686983	-0.00160284131306
一声儿	-0.00347374368399	0.00118411937098	0.00316140345418	-0.00270129261028
一声响	-0.0111417591161	0.00105458739838	-0.00243809297834	0.0029004939788
一声喊	-0.00655359888498	0.000444481846869	-0.00179102705333	0.00293209788972
一声大	-0.00383718684721	0.000549070197223	0.000491584430763	-0.00078215975795
一声就	-0.00322527265358	0.000792959808913	0.00115210562144	-0.00112409413301
一声把	-0.00301964799251	0.000598405729164	0.00032551852789	-0.000209226588369
一声炮	-0.00481452830701	-0.00120898599207	-0.00861709801335	0.00897350086482
一声答	-0.00280070753679	0.000495558099847	-0.000136729091943	0.000529862201108
一声说	-0.00684127909967	0.00120160654743	0.00116174539997	-0.000168140070741
一声道	-0.0102940274954	0.00255060750702	0.0035874396722	-0.00420821733017
一声那	-0.00325685557933	0.00064035489003	0.000761352040774	-0.00096881138955
一壶酒	-0.00310010725234	0.000624379527906	0.000763190431352	-0.000754252112807
一处不	-0.00242189464054	-0.000222501218446	-6.04938775005e-05	-0.00165796076639
一夜不	-0.00384009071283	0.000736274748979	0.00127534177455	-0.00163253941485
一夜无	-0.00280830576616	0.000533735908089	0.000246216817178	4.85636676744e-05
一夜次	-0.00399702767065	0.000622650833714	0.000826981450631	-0.000998296402654
一头说	-0.00302499055812	0.000884059334965	0.00146357409335	-0.00169926753226
一女子	-0.000442323585743	-0.00203747468278	-0.00747491996097	0.0023212337688
一妇人	0.000118641545018	-0.001084677601	-0.00501753299937	0.00265790862206
一字不	-0.00269654299521	0.000590675109471	0.000257273120629	-0.00230550712454
一定不	-0.00360508438784	-0.000321008539083	0.00108273140707	-0.00396658645004
一定之	0.00457171350725	-0.00765991373994	-0.00889774894782	-0.00564569628265
一定是	-0.0115564508702	0.00345204691349	0.00663464950676	-0.00773255647178
一定要	-0.013612364243	0.00391811892596	0.00886047274339	-0.0101149253322
一家三	8.10903722343e-05	-0.000836355442722	-0.00146463278889	0.0014323033096
一家之	0.00281971318718	-0.00382006899398	-0.00742319121235	-0.00217497931705
一家二	0.000468908743537	-0.00162211011085	-0.0022965360672	0.00305780720995
一家人	-0.00462898978671	0.000487718995653	0.00111460797435	-0.00210617791651
一家子	-0.00227806027293	0.000732756558503	0.00193496877428	-0.00181113547716
一宿无	-0.00255557529936	0.000684501492605	0.000753515753359	-0.000918739540377
一封书	-0.00653793883103	0.00111281151073	0.000827384186583	-0.00123285617886
一封信	-0.00547680784366	0.00169380827199	0.00369064373503	-0.00407913409577
一少年	-0.000548038837366	-0.00120249695019	-0.00432764336102	0.00135917465662
一岁之	0.00429252168009	-0.00486291748474	-0.00497921056501	-0.00387911908383
一带地	0.00100979276729	-0.0034778367538	-0.0016459909351	-0.00313783726231
一席话	-0.00485809133253	0.000971018203215	0.0020342932793	-0.00259644019083
一干人	-0.00617130675638	0.000300589892435	0.000857894236817	-0.00150020256877
一年一	0.00205537860796	-0.00399134376033	-0.00106747478806	-0.00415892674342
一年七	0.00155744305034	-0.00142861388184	0.0019921736244	-0.00128393811725
一年三	0.00242841433575	-0.00231109530168	0.00295215877875	-0.0023102438949
一年不	0.000204832909535	-0.00121680451182	-0.000947946213861	-0.00176323559956
一年之	0.00502421835718	-0.00932699172882	-0.00948006838633	-0.00834862927907
一年二	0.00258019209606	-0.00223242785829	0.00300248100784	-0.00196710284075
一年五	0.00210498784615	-0.00172057438024	0.00253287272738	-0.00161095339813
一年以	0.00392910807908	-0.0024577023669	-0.000217147660951	-0.00371814357336
一年十	0.00469740948722	-0.00366402394614	0.00560720357529	-0.0035011740406
一年半	-0.000821120795385	-0.00200373665521	0.00170336659951	-0.00127707630434
一年四	0.00194866427124	-0.002017082014	0.00281710669575	-0.00228472297943
一年有	-0.000305930338874	0.00025216062343	0.000948800334361	0.00104987072435
一年正	0.00276830399644	-0.000980104622133	0.00358949429551	-0.00200330268441
一座大	-0.00466245328342	0.000693862333567	0.00092262452604	-0.000868171115859
一座高	-0.00271546237208	0.000195132868592	-0.000491783355535	5.12928795649e-05
一心只	-0.00287740511562	0.000478589987803	0.00060477703208	-0.000753765235472
一心要	-0.00344769326051	0.000539574294557	0.000602144189234	-0.000711737964799
一念之	0.000633349559063	-0.00149034574465	-0.00391553020654	-0.000382246366055
一惊道	-0.00412799144887	0.00114287261318	0.00141292449981	-0.00178885998814
一想这	-0.00336038994314	0.000747657125493	0.00128579409716	-0.000930098972354
一想道	-0.00627399708595	0.00182508596204	0.00334204460137	-0.00404946664547
一战而	0.00260047207636	-0.00150645125742	-0.00368769895867	0.000658997929276
一把扯	-0.00433398497134	0.000990261491042	0.00115642433125	-0.0014814603387
一把拉	-0.00300403409267	0.00103159767071	0.00209008085555	-0.00217633434696
一拥而	-0.00171874452436	-0.000185029852834	-0.00119461226603	0.000648604734079
一支人	-0.00118282939057	-0.000153542379583	-0.00217681097951	0.00217067195984
一支兵	-0.00114431841564	-0.000234427330781	-0.00195841615157	0.00221718959849
一方之	0.00234753093201	-0.0027931301908	-0.00409758652994	-0.00217627797955
一无所	0.00449434901814	0.000503783367309	-0.00659130076708	-0.00424302459313
一日一	-0.00121137775939	-0.00114634146824	-0.000112481054298	-0.00137874404781
一日三	0.000117431611164	-0.000686565678835	0.00136364765371	-0.000736124335921
一日上	0.00239792322414	0.00160563952094	0.00134740010386	-0.00221119848803
一日不	0.00261593249427	-0.00590902977999	-0.00751636102616	-0.00815390168718
一日之	0.00624802199062	-0.00832840276187	-0.0125469246212	-0.00540187454763
一日也	-0.000337702136746	0.000308929698701	-0.000648113051948	-0.00224622351421
一日以	0.00235796691939	-0.00137825584447	0.00256999489966	-0.000592878772376
一日到	-0.0065882452326	0.000417781267394	0.000684204788719	-0.00108249146837
一日又	-0.000635611106745	-0.000555234971113	0.000748302940726	-0.00105436122194
一日在	-0.00180930389811	-9.89522744332e-05	0.000663842247437	-0.00182809501918
一日夜	0.00223448949792	-0.00105624151405	0.000774758677671	-0.00234578245278
一日大	0.000758030627984	-0.000644491306249	0.00184178426855	-0.000847643252211
一日奉	0.00147394674812	-0.00166263752302	0.00177942346178	-0.00152068136968
一日已	-0.00132815746774	-0.000379534130524	0.000634434082121	0.000119390881907
一日忽	0.000529359176127	-6.16836458395e-05	-0.00224542339209	-0.000227800869676
一日无	0.000978006467936	-0.000840241609252	-0.00334243203716	-0.000292063366354
一日早	-0.000989510937302	-0.000360083558637	0.000528328002566	-0.000997332112985
一日有	-0.000118395572101	-0.00149251376688	-0.00332291215403	-0.000855790431043
一日来	-0.00275748747971	0.00012721392594	-0.000769708602684	0.000883036503034
一日正	-0.0037031579393	0.00105280246094	0.000846529485937	-0.00138088532073
一日而	0.00314542164705	-0.0022179533088	-0.00391904047468	-0.00195499914146
一日至	0.00248423039004	-0.0021951110422	0.00160974456674	-0.00230147660715
一日行	-0.000697615981422	-0.000596039524988	-0.00114254946351	0.000593228044732
一日诏	0.00790310964707	-0.00860209229192	0.0322544412673	0.00273968228425
一旦有	0.00334258744264	-0.00482285824656	-0.00701236935979	-0.00325951422314
一时不	-0.00559256789952	-0.000782025850666	-0.00320639671082	-0.00246626622563
一时之	0.00867772972258	-0.00682054843687	-0.0206204424311	-0.00704120613384
一时也	-0.00170063576435	-0.000285826181334	-0.000882048335447	-0.00221780633036
一时无	-0.0011457605997	-0.000569949860418	-0.00114570509066	-0.000719412568925
一时未	0.00032686852785	-0.00227592693833	-0.0022201335339	-0.00126700566181
一时间	-0.00615946226771	0.000870184228248	0.000997777984992	-0.00122096672144
一时难	-0.00121098399	-0.00192189499942	-0.00245550574399	-0.000159244656598
一昼夜	0.00210934740391	-0.00208658619384	-0.000752472743536	-0.00222888138608
一月一	0.00170184228867	-0.00234527341542	0.00306775931754	-0.000511013672779
一月三	0.00170002447609	-0.00108212310573	0.00433973500413	7.21833156818e-05
一月丙	0.00184095657649	0.001143636318	0.00204022423684	0.00346006447816
一月之	0.0015094502278	-0.00274616893012	-0.00269762851401	-0.0029916436343
一月二	0.0111355604235	-0.0109532275639	0.0322027700195	-0.00443703337174
一月以	0.00197682302928	-0.000799964871307	0.00104675860193	-0.000885302766552
一月内	0.00142795111772	-0.00233180293635	0.000632821715573	-0.00164743552583
一月初	0.00595826581374	-0.00512838718874	0.0100215543436	-0.00855454593559
一月十	0.0117557893009	-0.0100189365199	0.03328214483	-0.00532274934604
一月壬	0.00190963358562	0.00129857040201	0.00209134003541	0.00410981121414
一月有	-0.00103425569114	-9.88649801991e-05	0.000259110557603	-0.000609266016631
一月甲	0.00162387489129	0.00156243005327	0.00175383257289	0.00370625496379
一月辛	0.0017475464057	0.00128843569944	0.00225240878807	0.00326556068187
一望只	-0.00293196769436	0.000544633437632	0.00064120097586	-0.000764443171169
一望见	-0.00256565480767	0.00075937581235	0.000825022296593	-0.00133013444703
一条大	-0.00461960872895	0.000774143442433	0.000708857388191	-0.000839685668329
一条路	-0.00306620108705	0.00048612805773	0.000183326673323	-0.000493442241328
一来一	-0.00228884420313	7.53515035349e-05	-0.00157435127652	0.00162161649233
一杯酒	-0.00498601511428	0.00138149269638	0.00217135409941	-0.0024420950617
一枝梅	-0.00354553111505	0.000691140169842	-1.77374741056e-05	-0.000233790113721
一枪刺	-0.00166049013509	-0.00127099093725	-0.0059758681224	0.00604577660402
一样的	-0.00822119765565	0.00261746570397	0.00613680506412	-0.00681342430911
一案查	0.00158787707759	-0.00393557882759	-9.15964436723e-05	0.000595564921756
一案此	0.000511956440282	-0.00117719908151	-0.000166207102196	0.000234721352823
一概不	-0.0037375673095	-0.000877601992687	0.000527543842575	-0.00280992167463
一款同	0.000915537894281	-0.00141637753047	-0.000555885055824	0.000712870662784
一步一	-0.00396555558184	0.000516894165493	0.000683466439463	-0.00196450503481
一步步	-0.00327198037015	0.000656842622866	0.000735519913153	-0.00122806217728
一死战	-0.000714684954521	-0.000562683115917	-0.00317233616422	0.00249033370468
一毫不	-0.00185549063652	0.000910325393725	-0.000517165736411	-0.00229048604076
一溜烟	-0.00416301506693	0.00105850521616	0.00214561448999	-0.00204797299939
一点不	-0.00352112806198	0.000864398070308	0.001672864216	-0.00239705052703
一点儿	-0.00681879879507	0.00242686784795	0.00606455439734	-0.00661251961324
一点钟	-0.000282636017275	-0.00233546552797	0.00283975665061	-0.00352507282709
一片声	-0.00377955007619	0.000895313641089	0.0014469849392	-0.00130312597597
一班人	-0.00428398571747	0.00114240709069	0.00230406528834	-0.00281146928617
一男一	-0.00185144011066	-1.39316110593e-05	1.64669319906e-05	-0.00032885784203
一番又	-0.00269175762112	0.000673346130208	0.000842390995461	-0.000996175053107
一番话	-0.00432066020819	0.00102595430248	0.00175933763236	-0.00225228965968
一番说	-0.0028839730298	0.00075382758023	0.00138439077148	-0.001708012785
一百一	0.00666551641703	-0.0106229511252	-0.000838969508011	-0.00647899028098
一百七	0.00941225440313	-0.0126707601496	-0.00167868125338	-0.00807095393535
一百万	0.00404878220872	-0.00669118919793	-0.000273274206757	-0.00451628561071
一百三	0.0108330597192	-0.0146738526722	-0.00136102178257	-0.0106460476017
一百两	-0.00557442160055	-0.0023684007902	0.00259071677815	-0.00849588779598
一百九	0.00760253675204	-0.00943517425685	-0.000781547527655	-0.00516853261931
一百二	0.0169521864493	-0.0302044483928	-0.00396012367041	-0.0213662317303
一百五	0.0151572733647	-0.022768422782	-0.00167213613441	-0.0163796364034
一百人	0.00154499336726	-0.00185631894365	0.00309628065033	0.000396630490587
一百余	0.00415832194362	-0.00727701556162	-0.00273252069123	-0.00553312153863
一百八	0.0108445165288	-0.0170850260497	-0.00336948407793	-0.0122974096542
一百六	0.0113426774065	-0.0174341398881	-0.00288922761302	-0.0123630159701
一百十	0.00626276036189	-0.00680049772074	-0.00134150526845	-0.0042908457318
一百名	0.00113213504858	-0.00336551661274	-0.000324299429922	-0.00277670855266
一百四	0.0114371163983	-0.01690288474	-0.00274361003077	-0.0126520101747
一百徒	0.00260970808336	-0.00663718433691	-0.00325811048374	0.00166225022669
一百流	0.00246978139311	-0.00621798114058	-0.00293820940466	0.001592990831
一百贯	0.00128753608318	-0.00193340123167	0.00279761826954	0.000139915195479
一百零	0.000750262677907	-0.00408793836709	-0.000505696510506	-0.0029171601609
一直到	-0.00378579878286	0.00113632480472	0.00237808624574	-0.00250766057844
一直往	-0.00357755829925	0.00060053577238	0.00114850414542	-6.50510355637e-05
一直走	-0.00304663712028	0.000699108414318	0.00147356862799	-0.00119273748455
一看上	-0.00301386701745	0.000661398693892	0.000678493021621	-0.00047553979679
一看不	-0.00666118361577	0.00167557891463	0.00196227851257	-0.00181245129643
一看但	-0.00262576245604	0.000350219912498	0.00015061773693	6.45808096298e-05
一看便	-0.00324254784351	0.000722490046445	0.000804806635865	-0.000977256937415
一看却	-0.00752445286991	0.00170817168185	0.0026357340995	-0.00303430832814
一看原	-0.00825143957634	0.00194671535021	0.00300332003019	-0.00280878369451
一看只	-0.0166246968361	0.00340354020305	0.00271339392179	-0.00272510428427
一看是	-0.00503890909541	0.000964962241536	0.00163861884115	-0.00112071934172
一看果	-0.00633216913777	0.00133924873991	0.00158913065974	-0.001572736585
一看见	-0.0197220438434	0.00362413484552	0.00238635717238	-0.00116096984294
一看说	-0.00582932295117	0.00113669741338	0.00156403385436	-0.000490362477314
一看这	-0.00353523460447	0.00063777812164	0.000804725640167	-0.00021467813147
一看道	-0.00351443143296	0.000924355139315	0.00136703982407	-0.00149422254282
一看那	-0.00409303694297	0.000923193331576	0.00121593978219	-0.00106213040585
